Date,Monthly_Income,Monthly_Expenditure,Savings_Ratio,Debt_to_Income_Ratio,Financial_Stability_Index,Investment_Amount,Credit_Score,Risk_Tolerance_Level,Expense_Category,Purchase_Amount,Purchase_Priority,Urgency_Score,Is_Feasible,Remaining_Budget,Budget_Utilization_Percentage
2023-01-24,99008.48,46163.92,0.129,0.475,0.532,157346.01,708,0.782,Rent/Bills,1923.84,3,4,1,52844.56,46.6262283796297
2023-01-25,68461.93,56892.36,0.467,0.537,0.652,84693.14,758,0.931,Healthcare,1081.11,2,3,0,11569.569999999992,83.10072473855179
2023-01-26,62031.71,53432.78,0.325,0.659,0.513,36458.27,673,0.246,Travel,562.89,1,3,0,8598.93,86.13784788457387
2023-01-27,89838.38,57813.78,0.551,0.267,0.709,12035.91,745,0.577,Healthcare,1637.01,2,5,1,32024.60000000001,64.35309719520765
2023-01-28,53595.34,37684.3,0.131,0.67,0.417,113408.89,618,0.275,Healthcare,418.51,2,1,1,15911.039999999994,70.31264285290476
2023-01-29,116629.18,91251.24,0.405,0.138,0.701,195397.98,655,0.824,Electronics,66.38,2,3,1,25377.939999999988,78.2404883580593
2023-01-30,103588.8,50491.18,0.178,0.462,0.448,80135.88,610,0.005,Electronics,1295.95,1,3,1,53097.62,48.741929629458006
2023-01-31,70616.49,45991.32,0.136,0.134,0.579,77866.54,686,0.565,Travel,1803.68,2,2,1,24625.17000000001,65.12830076940952
2023-02-01,45737.31,27411.81,0.426,0.636,0.576,75377.41,698,0.339,Healthcare,748.68,3,3,1,18325.5,59.93314867009013
2023-02-02,107077.45,50667.66,0.377,0.418,0.597,108903.33,706,0.323,Healthcare,752.38,3,5,1,56409.78999999999,47.31870249058042
2023-02-03,77709.2,45364.08,0.465,0.502,0.649,93726.33,703,0.645,Entertainment,521.14,1,5,1,32345.119999999995,58.37671729988213
2023-02-04,104756.33,45473.27,0.22,0.599,0.537,177183.78,654,0.851,Rent/Bills,1670.05,3,2,1,59283.060000000005,43.40861311197137
2023-02-05,48111.45,19865.5,0.296,0.19,0.638,106048.95,690,0.609,Travel,1806.3,1,5,1,28245.95,41.290586752218026
2023-02-06,68012.5,31801.5,0.273,0.123,0.643,106473.99,625,0.853,Rent/Bills,78.24,3,4,1,36211.0,46.758316485940085
2023-02-07,80104.87,70617.06,0.591,0.627,0.613,36290.6,768,0.265,Electronics,683.16,2,4,0,9487.809999999998,88.15576381311149
2023-02-08,80939.61,54615.2,0.211,0.289,0.573,196720.51,685,0.52,Electronics,1003.76,1,2,1,26324.410000000003,67.47648030426635
2023-02-09,70998.69,62685.53,0.212,0.177,0.586,57494.85,676,0.451,Electronics,1633.49,2,1,0,8313.160000000003,88.29110790635714
2023-02-10,92457.0,56976.53,0.245,0.381,0.495,23939.17,779,0.012,Travel,1281.37,1,2,1,35480.47,61.62489589755238
2023-02-11,58647.59,32602.67,0.361,0.459,0.586,135997.79,638,0.557,Groceries,1914.33,3,1,1,26044.92,55.59080944332069
2023-02-12,77152.41,50386.0,0.189,0.119,0.598,123119.61,644,0.662,Rent/Bills,408.95,2,1,1,26766.410000000003,65.30709798955081
2023-02-13,82405.91,51071.55,0.553,0.265,0.708,88877.67,645,0.592,Groceries,1466.02,2,4,1,31334.36,61.975591313778345
2023-02-14,90288.78,40885.68,0.196,0.12,0.627,90216.52,697,0.736,Rent/Bills,893.5,3,2,1,49403.1,45.28323452814403
2023-02-15,94232.3,67886.19,0.543,0.352,0.696,159162.14,722,0.571,Healthcare,1799.23,2,2,1,26346.11,72.04131704309457
2023-02-16,57507.16,29214.73,0.107,0.637,0.409,47185.4,737,0.067,Electronics,494.06,2,5,1,28292.430000000004,50.80190014599921
2023-02-17,49317.72,35005.42,0.411,0.69,0.493,165848.13,829,0.116,Entertainment,582.55,1,3,1,14312.300000000005,70.97939645222853
2023-02-18,105553.54,76536.93,0.549,0.482,0.643,133261.95,588,0.596,Groceries,1966.37,2,2,1,29016.61,72.51005508673607
2023-02-19,86646.28,41244.71,0.143,0.197,0.534,89604.26,730,0.275,Healthcare,890.87,3,4,1,45401.57,47.60124727801355
2023-02-20,65030.27,28006.9,0.583,0.644,0.602,97025.44,672,0.08,Healthcare,616.42,3,5,1,37023.37,43.06748226633536
2023-02-21,111023.04,87750.48,0.299,0.41,0.57,58762.97,671,0.43,Travel,1143.93,1,2,0,23272.56,79.03808074432118
2023-02-22,82313.49,51849.29,0.57,0.192,0.734,152901.72,669,0.554,Travel,1304.68,2,5,1,30464.200000000004,62.99002751553846
2023-02-23,103585.94,44446.85,0.422,0.653,0.555,107446.2,655,0.329,Healthcare,709.45,3,5,1,59139.09,42.90818811896672
2023-02-24,81350.37,73006.52,0.216,0.554,0.518,70962.36,784,0.72,Healthcare,1671.83,3,3,1,8343.849999999991,89.74331647170138
2023-02-25,121214.96,51987.92,0.154,0.539,0.503,123249.52,742,0.644,Rent/Bills,1314.71,3,5,1,69227.04000000001,42.8890295389282
2023-02-26,115106.82,86044.37,0.217,0.526,0.515,199189.55,701,0.333,Electronics,1336.22,1,3,1,29062.45000000001,74.75175667262808
2023-02-27,75020.72,66906.44,0.101,0.22,0.548,92699.83,768,0.755,Groceries,1805.04,3,5,1,8114.279999999999,89.18394811460088
2023-02-28,99431.42,51663.58,0.129,0.227,0.545,184931.37,624,0.649,Healthcare,1649.5,3,2,1,47767.84,51.95900853070388
2023-03-01,92907.52,43771.03,0.108,0.513,0.481,75553.2,633,0.637,Travel,1563.06,1,5,1,49136.490000000005,47.112472704039455
2023-03-02,107372.63,49465.76,0.283,0.232,0.584,20399.21,591,0.553,Healthcare,65.11,2,2,1,57906.87,46.06924502082141
2023-03-03,60701.53,33485.25,0.488,0.363,0.611,48806.0,665,0.011,Electronics,98.2,2,2,1,27216.28,55.1637660533433
2023-03-04,93721.03,42223.47,0.128,0.569,0.504,89552.08,708,0.697,Entertainment,1780.09,1,1,1,51497.56,45.0522897582325
2023-03-05,101168.49,75479.85,0.122,0.57,0.47,51730.64,705,0.376,Groceries,359.72,2,5,1,25688.64,74.60806225337552
2023-03-06,44825.21,19326.21,0.404,0.372,0.679,10043.14,707,0.943,Groceries,1988.49,2,5,1,25499.0,43.11460002083648
2023-03-07,56334.83,36883.04,0.158,0.575,0.505,183850.29,629,0.818,Healthcare,1196.57,2,1,1,19451.79,65.47111263138629
2023-03-08,39215.36,35229.05,0.104,0.603,0.465,170337.09,740,0.588,Healthcare,398.93,2,2,1,3986.3099999999977,89.83482492574339
2023-03-09,74611.86,60210.66,0.142,0.493,0.479,151035.52,712,0.252,Rent/Bills,1064.02,3,2,1,14401.199999999995,80.69851093378453
2023-03-10,94350.85,66763.58,0.558,0.237,0.683,41884.77,737,0.204,Rent/Bills,1848.52,2,5,1,27587.270000000004,70.76097353653942
2023-03-11,110047.14,60870.02,0.502,0.264,0.648,32869.08,605,0.34,Travel,1237.82,1,3,1,49177.12,55.31267782152266
2023-03-12,81481.9,58010.87,0.245,0.289,0.582,22844.9,716,0.477,Rent/Bills,1178.37,3,2,1,23471.02999999999,71.19479295401801
2023-03-13,112572.31,74694.06,0.411,0.17,0.639,147565.55,641,0.296,Healthcare,585.06,2,5,1,37878.25,66.35207183720402
2023-03-14,52397.97,32122.14,0.346,0.264,0.63,186473.51,680,0.515,Travel,1889.61,2,2,1,20275.83,61.30416884470906
2023-03-15,45932.35,21374.86,0.422,0.226,0.631,91801.81,727,0.165,Electronics,1164.27,1,1,1,24557.49,46.53552452683131
2023-03-16,78889.05,66527.3,0.425,0.373,0.692,32636.73,705,0.978,Entertainment,1281.39,1,4,0,12361.75,84.3302080580258
2023-03-17,87681.31,54791.38,0.396,0.645,0.525,107354.64,657,0.108,Rent/Bills,731.64,3,2,1,32889.93,62.489235163115154
2023-03-18,79346.11,39459.71,0.196,0.163,0.639,76278.06,700,0.932,Rent/Bills,391.01,2,1,1,39886.4,49.73112103416285
2023-03-19,38651.16,22567.63,0.071,0.532,0.486,81216.74,623,0.914,Electronics,976.5,2,4,1,16083.530000000002,58.38797593655662
2023-03-20,78217.6,47483.16,0.301,0.512,0.55,128052.82,758,0.525,Rent/Bills,355.34,3,5,1,30734.44,60.706490610808814
2023-03-21,53910.61,43870.78,0.54,0.157,0.753,146556.44,690,0.725,Entertainment,81.09,1,1,1,10039.830000000002,81.3768940844854
2023-03-22,93393.45,71614.77,0.363,0.654,0.538,31014.68,756,0.436,Entertainment,920.17,2,3,0,21778.679999999997,76.68072011474038
2023-03-23,87331.96,68525.24,0.508,0.441,0.669,16762.14,674,0.63,Travel,649.52,2,5,0,18806.72,78.46524914819271
2023-03-24,61202.4,24818.53,0.595,0.318,0.699,198922.76,674,0.341,Healthcare,1084.39,2,2,1,36383.87,40.55156333738546
2023-03-25,69722.66,42396.75,0.14,0.554,0.462,54218.39,662,0.301,Electronics,1742.23,2,2,1,27325.910000000003,60.80770584484297
2023-03-26,58815.73,37681.6,0.43,0.254,0.664,20227.8,744,0.578,Rent/Bills,752.42,2,4,1,21134.130000000005,64.06721467199336
2023-03-27,78746.42,32254.23,0.421,0.516,0.602,46076.31,665,0.498,Healthcare,818.02,3,5,1,46492.19,40.95961441802688
2023-03-28,99102.85,52515.25,0.589,0.124,0.757,17401.99,732,0.58,Healthcare,811.92,3,2,1,46587.600000000006,52.99065566731935
2023-03-29,60285.48,47031.41,0.592,0.604,0.638,84444.07,681,0.287,Travel,821.41,1,1,0,13254.07,78.01449038806692
2023-03-30,90080.93,42207.86,0.428,0.369,0.599,162456.34,601,0.367,Travel,1929.75,2,2,1,47873.06999999999,46.85548872552715
2023-03-31,69394.85,46331.82,0.184,0.482,0.476,74836.45,671,0.084,Healthcare,582.18,3,4,1,23063.03000000001,66.76550205094469
2023-04-01,64142.54,32558.82,0.489,0.233,0.634,94394.85,641,0.052,Healthcare,925.95,2,2,1,31583.72,50.760103980915005
2023-04-02,77859.39,31615.62,0.109,0.506,0.467,138361.49,702,0.253,Healthcare,789.99,3,3,1,46243.77,40.6060463612674
2023-04-03,59295.15,30869.1,0.479,0.563,0.566,106689.87,640,0.074,Travel,1691.05,2,4,1,28426.050000000003,52.06007573975274
2023-04-04,68927.01,61202.84,0.551,0.384,0.637,173674.68,746,0.104,Healthcare,1808.08,3,5,1,7724.169999999998,88.79369640435586
2023-04-05,56042.44,44877.03,0.261,0.471,0.59,174546.78,695,0.813,Electronics,1494.18,2,4,1,11165.410000000003,80.0768667459875
2023-04-06,119294.5,104953.91,0.397,0.374,0.585,11883.03,691,0.039,Rent/Bills,207.84,2,1,0,14340.589999999997,87.97883389427007
2023-04-07,80705.27,51968.3,0.287,0.636,0.542,157828.8,733,0.659,Healthcare,1936.42,3,3,1,28736.97,64.39269703205255
2023-04-08,66005.49,30023.79,0.291,0.399,0.547,97539.38,748,0.273,Rent/Bills,1639.32,2,4,1,35981.700000000004,45.48680723376192
2023-04-09,84279.6,56802.74,0.221,0.605,0.554,197879.7,699,0.872,Travel,443.31,2,3,1,27476.860000000008,67.39797056464434
2023-04-10,77753.44,48766.08,0.469,0.581,0.606,101814.09,661,0.485,Entertainment,1253.08,1,5,1,28987.36,62.71887134511348
2023-04-11,75580.61,62140.75,0.565,0.346,0.656,197510.23,611,0.306,Groceries,568.32,3,5,1,13439.86,82.21784661436314
2023-04-12,92283.33,41439.03,0.567,0.238,0.719,153368.18,666,0.518,Healthcare,954.43,3,1,1,50844.3,44.90413382351937
2023-04-13,95150.15,61288.17,0.146,0.344,0.517,57234.93,669,0.382,Groceries,784.29,3,2,1,33861.98,64.41205820484781
2023-04-14,69389.98,32961.93,0.531,0.596,0.648,112295.05,705,0.564,Rent/Bills,1166.19,3,5,1,36428.05,47.50243478957625
2023-04-15,68483.64,38510.95,0.456,0.237,0.64,198505.77,683,0.115,Rent/Bills,1949.26,3,2,1,29972.69,56.23379539989405
2023-04-16,74498.97,57265.76,0.189,0.415,0.58,172930.82,734,0.997,Entertainment,307.2,1,2,1,17233.21,76.8678546830916
2023-04-17,33961.58,21667.79,0.087,0.584,0.45,28499.71,669,0.426,Entertainment,1652.31,1,5,1,12293.79,63.80088912235532
2023-04-18,49696.18,29218.58,0.197,0.312,0.55,144210.68,697,0.348,Groceries,1214.98,3,5,1,20477.6,58.794418403990015
2023-04-19,107337.49,64106.04,0.552,0.485,0.674,75660.12,759,0.71,Travel,1745.67,1,2,1,43231.45,59.72381131699651
2023-04-20,112899.35,71095.36,0.398,0.247,0.64,11326.63,717,0.364,Electronics,385.05,1,5,1,41803.990000000005,62.97233775039448
2023-04-21,75019.28,59453.4,0.447,0.166,0.728,86661.38,697,0.833,Entertainment,1357.7,1,1,0,15565.879999999996,79.25082725400723
2023-04-22,91531.14,77439.22,0.191,0.577,0.496,54603.34,670,0.454,Rent/Bills,1151.1,2,2,0,14091.919999999998,84.60423414370236
2023-04-23,86225.0,75676.87,0.446,0.159,0.707,165585.16,668,0.72,Healthcare,1029.99,2,3,1,10548.130000000005,87.76673818498115
2023-04-24,141577.62,112335.0,0.065,0.263,0.469,74092.82,657,0.107,Rent/Bills,1698.69,2,5,0,29242.619999999995,79.34516768963908
2023-04-25,102391.5,57104.09,0.256,0.613,0.555,167229.5,673,0.846,Electronics,397.98,2,3,1,45287.41,55.77034226473877
2023-04-26,77441.65,57621.8,0.395,0.308,0.657,10113.61,738,0.736,Rent/Bills,1017.12,2,1,1,19819.84999999999,74.406730745019
2023-04-27,60889.19,37678.33,0.13,0.684,0.433,68485.64,689,0.212,Healthcare,356.07,3,3,1,23210.86,61.88016296488753
2023-04-28,47871.07,25244.11,0.503,0.688,0.554,55821.39,633,0.145,Rent/Bills,1919.29,2,3,1,22626.96,52.73354031986334
2023-04-29,84069.27,68973.44,0.179,0.261,0.52,54377.8,788,0.316,Healthcare,455.85,3,1,1,15095.830000000002,82.04358144182767
2023-04-30,64872.99,27195.61,0.409,0.125,0.731,22955.46,716,0.976,Entertainment,433.45,1,1,1,37677.38,41.92131424804067
2023-05-01,51554.93,43867.11,0.273,0.523,0.505,45553.61,630,0.257,Rent/Bills,1207.8,3,2,1,7687.82,85.08809923706617
2023-05-02,67068.54,42302.73,0.378,0.371,0.615,115554.42,678,0.456,Rent/Bills,1076.66,3,5,1,24765.80999999999,63.07387934790292
2023-05-03,58369.04,41944.04,0.109,0.16,0.513,65358.6,706,0.03,Travel,1371.06,2,3,1,16425.0,71.86008198867071
2023-05-04,113742.83,82995.52,0.059,0.525,0.428,89305.01,785,0.397,Electronics,1992.38,2,5,1,30747.31,72.96769387573706
2023-05-05,97632.8,82749.54,0.55,0.119,0.734,81604.71,645,0.571,Electronics,608.06,2,3,0,14883.26000000001,84.75588122024564
2023-05-06,79840.55,57352.25,0.198,0.622,0.533,176421.94,749,0.953,Healthcare,948.32,2,4,1,22488.300000000003,71.83348561601842
2023-05-07,109598.88,77482.77,0.501,0.183,0.691,182006.81,770,0.517,Healthcare,305.84,2,3,1,32116.11,70.69668047702677
2023-05-08,81547.37,35336.6,0.6,0.176,0.775,103661.82,669,0.819,Electronics,190.43,2,1,1,46210.77,43.33260533111
2023-05-09,62774.32,41381.08,0.166,0.205,0.575,72729.63,686,0.547,Healthcare,593.59,3,3,1,21393.24,65.92039547381796
2023-05-10,110462.48,52479.01,0.196,0.676,0.429,30292.13,648,0.041,Rent/Bills,1624.73,3,3,1,57983.47,47.50844811740602
2023-05-11,90778.2,69782.74,0.415,0.516,0.591,191146.55,690,0.315,Electronics,1041.49,1,4,1,20995.459999999992,76.87169386482658
2023-05-12,59255.08,38877.91,0.581,0.581,0.673,21443.12,698,0.576,Healthcare,1778.79,2,3,1,20377.17,65.61110034785203
2023-05-13,76193.23,56391.67,0.554,0.339,0.737,66553.55,733,0.951,Electronics,1775.94,2,1,1,19801.56,74.0113918257567
2023-05-14,62487.63,26297.07,0.327,0.302,0.637,66632.58,755,0.859,Healthcare,1785.46,2,2,1,36190.56,42.08364119426517
2023-05-15,52344.01,23156.78,0.487,0.241,0.656,70876.24,663,0.228,Travel,1601.57,1,1,1,29187.230000000003,44.239598762112415
2023-05-16,98523.55,74696.78,0.125,0.388,0.459,41214.5,602,0.22,Groceries,131.83,2,3,0,23826.770000000004,75.81616780962521
2023-05-17,118188.33,51535.1,0.588,0.431,0.669,158800.67,699,0.201,Healthcare,844.29,3,1,1,66653.23000000001,43.60422048437439
2023-05-18,52028.65,22665.16,0.58,0.479,0.723,33274.59,715,0.922,Healthcare,103.19,3,1,1,29363.49,43.56284470190943
2023-05-19,91259.38,37056.26,0.14,0.254,0.586,130632.27,712,0.853,Electronics,161.22,2,4,1,54203.12,40.605425984704254
2023-05-20,66987.15,58831.51,0.215,0.669,0.524,33530.75,684,0.775,Healthcare,523.38,3,4,1,8155.639999999992,87.82506794213518
2023-05-21,70257.49,54010.74,0.105,0.202,0.539,23401.77,706,0.393,Travel,706.5,1,3,0,16246.750000000007,76.8754192613485
2023-05-22,68152.12,39298.27,0.199,0.679,0.468,182791.61,776,0.504,Entertainment,1926.12,2,3,1,28853.85,57.66257894838781
2023-05-23,62720.18,34387.46,0.499,0.109,0.717,46124.47,719,0.464,Groceries,1475.74,2,3,1,28332.72,54.82678780577479
2023-05-24,80970.43,46545.98,0.258,0.389,0.544,166037.53,681,0.253,Groceries,231.47,3,5,1,34424.44999999999,57.4851584708146
2023-05-25,63381.0,49901.56,0.099,0.3,0.521,113479.87,675,0.505,Electronics,592.61,1,2,1,13479.440000000002,78.73268014073618
2023-05-26,85409.14,62407.2,0.238,0.369,0.521,24792.74,692,0.03,Groceries,777.16,3,1,1,23001.94,73.0685263895644
2023-05-27,78995.24,38912.88,0.59,0.442,0.632,191535.16,782,0.132,Rent/Bills,354.05,3,4,1,40082.36000000001,49.25977818410324
2023-05-28,75221.04,36636.76,0.396,0.361,0.672,56922.62,691,0.887,Entertainment,179.61,1,1,1,38584.27999999999,48.70546857634513
2023-05-29,61848.73,27782.31,0.279,0.349,0.617,173332.62,699,0.752,Rent/Bills,643.69,3,4,1,34066.42,44.91977442382406
2023-05-30,68464.57,49989.5,0.142,0.54,0.482,42073.9,676,0.423,Healthcare,305.13,3,4,1,18475.070000000007,73.01513761059186
2023-05-31,95107.82,74392.04,0.592,0.512,0.667,172249.15,755,0.517,Electronics,1299.85,2,2,1,20715.780000000013,78.21863649066921
2023-06-01,90018.34,47936.86,0.501,0.6,0.583,12513.47,798,0.37,Rent/Bills,1153.63,3,2,1,42081.48,53.25232613709606
2023-06-02,60448.9,24812.61,0.205,0.25,0.598,107238.29,723,0.741,Rent/Bills,1492.09,2,4,1,35636.29,41.04724817159617
2023-06-03,81986.65,36163.15,0.089,0.466,0.519,156194.09,704,0.784,Travel,1226.69,2,3,1,45823.49999999999,44.10858353158716
2023-06-04,95027.74,83997.87,0.081,0.451,0.518,187611.15,702,0.763,Electronics,570.81,2,2,1,11029.87000000001,88.39299977038283
2023-06-05,46611.89,25530.38,0.116,0.322,0.512,182748.41,581,0.723,Rent/Bills,1006.59,3,5,1,21081.51,54.77224802512836
2023-06-06,90867.2,71295.46,0.369,0.392,0.577,165728.73,737,0.205,Rent/Bills,250.91,3,2,1,19571.73999999999,78.46116090294409
2023-06-07,66747.52,47546.38,0.561,0.288,0.698,178756.36,707,0.338,Healthcare,1356.11,3,2,1,19201.140000000007,71.23317840123498
2023-06-08,91411.97,54021.72,0.323,0.185,0.632,47851.74,721,0.47,Entertainment,1880.9,1,1,1,37390.25,59.09698697008717
2023-06-09,64734.82,32551.49,0.514,0.228,0.68,63995.02,664,0.331,Rent/Bills,561.38,3,3,1,32183.33,50.28436010171961
2023-06-10,43902.36,20225.52,0.295,0.163,0.654,64904.02,681,0.755,Groceries,206.28,2,2,1,23676.84,46.06932292478126
2023-06-11,47449.15,33570.58,0.44,0.51,0.6,81640.25,679,0.329,Healthcare,1703.91,3,3,1,13878.57,70.75064569122945
2023-06-12,80961.7,63742.51,0.453,0.496,0.578,84730.93,751,0.138,Travel,112.18,1,5,0,17219.189999999995,78.73168424082004
2023-06-13,85194.45,61506.31,0.146,0.67,0.457,113465.51,681,0.399,Groceries,1984.34,2,3,1,23688.14,72.19520755166563
2023-06-14,61913.67,41181.94,0.249,0.538,0.553,40377.16,804,0.98,Rent/Bills,1622.98,3,2,1,20731.73,66.5151007846894
2023-06-15,92771.85,39054.69,0.401,0.131,0.649,141336.87,722,0.226,Travel,1986.02,1,5,1,53717.16,42.09756515580965
2023-06-16,46769.6,41355.76,0.089,0.631,0.448,41837.64,636,0.612,Healthcare,1615.15,3,3,1,5413.8399999999965,88.4244466491054
2023-06-17,78678.4,62892.14,0.249,0.618,0.517,68958.61,694,0.433,Travel,545.46,2,5,0,15786.259999999997,79.93571297840323
2023-06-18,55779.68,30478.63,0.344,0.366,0.56,105635.57,667,0.071,Rent/Bills,1577.88,2,5,1,25301.05,54.6410986940047
2023-06-19,66963.28,59596.32,0.598,0.452,0.659,161323.71,590,0.488,Entertainment,1054.77,2,4,1,7366.959999999999,88.99850783892308
2023-06-20,80947.97,56739.74,0.311,0.686,0.529,150499.15,780,0.702,Entertainment,1535.65,1,4,1,24208.230000000003,70.09408636189394
2023-06-21,62791.73,43402.36,0.499,0.419,0.655,132651.53,735,0.513,Electronics,939.38,1,4,1,19389.370000000003,69.12114063428416
2023-06-22,72308.89,55969.73,0.288,0.643,0.564,39596.92,727,0.872,Rent/Bills,1145.89,3,5,1,16339.159999999996,77.40366364357135
2023-06-23,100125.86,80689.92,0.488,0.15,0.691,113938.62,708,0.289,Electronics,245.56,1,1,0,19435.94,80.58849132481858
2023-06-24,68462.16,49856.84,0.377,0.215,0.592,26614.84,631,0.086,Rent/Bills,965.23,3,1,1,18605.320000000007,72.82393660965414
2023-06-25,96713.84,44879.85,0.538,0.364,0.727,81699.0,676,0.937,Travel,1766.01,2,5,1,51833.99,46.40478549915917
2023-06-26,57405.86,32671.61,0.276,0.451,0.543,88568.14,742,0.378,Electronics,1817.37,2,2,1,24734.25,56.91337086492564
2023-06-27,90596.08,78278.8,0.382,0.59,0.574,17564.17,647,0.576,Groceries,1793.27,3,5,1,12317.28,86.40417996010423
2023-06-28,108831.37,55755.16,0.397,0.693,0.555,62057.74,573,0.792,Travel,103.62,2,1,0,53076.20999999999,51.23078024286565
2023-06-29,30567.11,17914.88,0.28,0.333,0.574,191573.4,689,0.324,Rent/Bills,926.15,3,5,1,12652.23,58.60835388101787
2023-06-30,64062.09,39464.71,0.129,0.128,0.595,191190.2,693,0.716,Healthcare,1720.65,3,4,1,24597.38,61.60384402069929
2023-07-01,91541.44,56728.46,0.101,0.581,0.436,76942.14,707,0.135,Rent/Bills,1978.2,2,3,1,34812.98,61.97025085032527
2023-07-02,75939.09,53648.67,0.059,0.463,0.447,18189.02,736,0.291,Entertainment,780.46,2,3,1,22290.42,70.64697509543504
2023-07-03,87422.92,76192.39,0.53,0.219,0.672,44028.04,732,0.145,Electronics,649.74,2,3,0,11230.53,87.15379216342808
2023-07-04,67920.3,35342.08,0.18,0.397,0.569,84521.38,713,0.811,Travel,1904.44,2,3,1,32578.22,52.03463471156636
2023-07-05,81731.8,37657.98,0.166,0.545,0.459,190078.14,760,0.223,Rent/Bills,1487.52,2,3,1,44073.82,46.0750650297681
2023-07-06,76886.46,38345.99,0.455,0.562,0.614,36827.82,624,0.717,Entertainment,974.71,2,1,1,38540.47000000001,49.87352779670178
2023-07-07,103355.64,87176.6,0.226,0.4,0.596,155068.01,725,0.943,Travel,1646.93,2,4,1,16179.039999999994,84.34624370764865
2023-07-08,85088.42,61510.88,0.328,0.283,0.616,30649.68,731,0.528,Travel,1840.1,2,4,1,23577.54,72.29054200324792
2023-07-09,86752.05,47102.32,0.139,0.684,0.451,196438.94,638,0.54,Travel,1762.24,2,2,1,39649.73,54.29533941849213
2023-07-10,71762.46,57982.16,0.578,0.498,0.651,82507.13,625,0.461,Electronics,1051.36,2,3,0,13780.300000000005,80.79734167418452
2023-07-11,70247.88,58353.86,0.518,0.345,0.658,157294.56,663,0.326,Groceries,1938.21,3,5,1,11894.020000000004,83.06849971842566
2023-07-12,71348.84,58738.44,0.525,0.268,0.692,75092.31,667,0.476,Entertainment,1284.95,2,3,0,12610.399999999994,82.32571125192786
2023-07-13,87889.04,75537.4,0.274,0.539,0.549,129257.09,738,0.603,Travel,1583.98,1,1,0,12351.64,85.94632504803783
2023-07-14,71580.31,37659.87,0.469,0.245,0.726,46483.06,669,0.986,Travel,780.58,2,3,1,33920.439999999995,52.61205211321383
2023-07-15,85795.5,66707.8,0.129,0.203,0.59,37743.99,657,0.938,Rent/Bills,1118.34,2,2,0,19087.7,77.75209655518064
2023-07-16,121508.02,76582.83,0.055,0.418,0.514,188232.19,669,0.862,Rent/Bills,373.8,2,3,1,44925.19,63.02697550334537
2023-07-17,97422.49,79983.8,0.061,0.274,0.539,184352.98,756,0.889,Groceries,1716.57,2,2,1,17438.690000000002,82.09993400907737
2023-07-18,73479.53,56156.39,0.373,0.477,0.6,178619.1,701,0.468,Entertainment,199.5,1,4,1,17323.14,76.42453619395769
2023-07-19,104024.28,81994.4,0.3,0.171,0.649,128832.36,691,0.657,Rent/Bills,1006.88,3,5,1,22029.880000000005,78.82236723964827
2023-07-20,71838.49,52304.24,0.335,0.493,0.623,163570.96,694,0.895,Healthcare,1227.43,3,3,1,19534.250000000007,72.80810050433966
2023-07-21,39237.51,19175.94,0.054,0.27,0.484,23117.02,765,0.393,Travel,168.3,2,1,1,20061.570000000003,48.87144979383248
2023-07-22,59838.27,40242.04,0.282,0.1,0.676,73609.92,663,0.962,Healthcare,1551.92,3,5,1,19596.23,67.25134266080887
2023-07-23,42584.16,37999.33,0.445,0.176,0.661,69603.59,766,0.416,Groceries,610.51,3,2,1,4584.830000000002,89.23348493900079
2023-07-24,72969.73,63388.37,0.293,0.66,0.542,130772.61,711,0.601,Entertainment,1125.63,1,2,1,9581.359999999991,86.86940461476287
2023-07-25,80368.37,33882.25,0.453,0.62,0.625,77631.98,692,0.71,Entertainment,1522.28,1,3,1,46486.12,42.158687553324775
2023-07-26,113528.75,54767.11,0.178,0.24,0.574,38216.29,825,0.951,Electronics,300.93,1,2,1,58761.64,48.2407407815201
2023-07-27,86538.55,40315.23,0.497,0.567,0.591,123328.74,647,0.245,Entertainment,1643.3,1,4,1,46223.32,46.5864403783054
2023-07-28,75617.99,57695.77,0.374,0.465,0.625,164732.94,682,0.746,Rent/Bills,1683.55,2,3,1,17922.22000000001,76.29899974860479
2023-07-29,96588.11,78129.42,0.166,0.683,0.46,82603.46,638,0.521,Healthcare,1337.4,3,4,1,18458.69,80.88927301714466
2023-07-30,35777.29,18130.35,0.18,0.324,0.517,35131.06,748,0.269,Travel,107.92,1,3,1,17646.940000000002,50.67558219194355
2023-07-31,84712.29,55310.89,0.395,0.509,0.604,47370.76,784,0.777,Travel,1654.41,2,3,1,29401.399999999998,65.2926393561076
2023-08-01,95417.3,78275.73,0.506,0.138,0.701,55121.83,783,0.552,Travel,1607.5,1,4,0,17141.570000000007,82.03515505049921
2023-08-02,50428.28,38648.27,0.279,0.338,0.588,66980.54,761,0.661,Healthcare,1337.82,3,2,1,11780.010000000002,76.64007180098152
2023-08-03,102875.08,69041.38,0.192,0.678,0.47,132131.06,690,0.323,Entertainment,92.06,1,1,1,33833.7,67.11186032613536
2023-08-04,86769.93,60320.18,0.527,0.423,0.668,124179.64,682,0.481,Travel,587.77,2,3,1,26449.749999999996,69.51737773673437
2023-08-05,71694.24,46900.96,0.418,0.273,0.645,142255.17,616,0.617,Entertainment,572.46,2,4,1,24793.28000000001,65.41803079298978
2023-08-06,92655.64,50847.03,0.296,0.172,0.589,78875.38,802,0.405,Travel,1631.06,1,4,1,41808.61,54.87742570231019
