ds,yhat,yhat_lower,yhat_upper
2024-06-20,58143.651403754004,35666.852340995,80849.33167183721
2024-06-21,60155.308866140644,39005.027775972725,83082.77182614908
2024-06-22,57982.53765439469,34334.48006893063,78647.36126763704
2024-06-23,58414.728821375335,37386.772695416155,82610.77322738584
2024-06-24,56561.65523029378,35278.70483630189,79773.08859235178
2024-06-25,59188.2652020256,37969.573652565006,80293.62396848324
2024-06-26,56691.00336362549,33396.19898846966,79399.90898633591
2024-06-27,57548.618381232685,34575.233659304475,80252.65774942412
2024-06-28,59263.06067439627,35805.57695911951,83006.44997561729
2024-06-29,56794.95092116021,34267.61406699901,78267.67297997148
2024-06-30,56939.3499330578,33242.854978692194,77369.69881447898
2024-07-01,54811.88504596903,32694.69998997876,75535.05568670106
2024-07-02,57183.392486611345,34191.94311110139,79454.792453097
2024-07-03,54456.07903709696,34142.34737695377,76703.84386802532
2024-07-04,55114.16733413433,33164.714313831835,76298.04146624867
2024-07-05,56664.632770388656,33465.8920767274,78887.09804995717
2024-07-06,54072.517747099424,32685.647541585273,77233.02947739752
2024-07-07,54136.55871332429,29604.33505633302,75393.26790051209
2024-07-08,51975.185759141605,28529.319142626933,74601.75756703703
2024-07-09,54361.05846189576,30453.33830925992,77425.44781844615
2024-07-10,51697.1450286975,30100.401915833987,73203.77918081704
2024-07-11,52467.312150167716,30574.793276724628,75465.3067836075
2024-07-12,54177.03586538089,31205.560169115342,76315.40464133426
2024-07-13,51788.720688119756,28980.642809425255,72813.15163073617
2024-07-14,52097.36304180644,30748.433843465937,77255.69969353994
2024-07-15,50216.61845896059,28185.901731990205,71944.4803246227
2024-07-16,52913.435004121144,30907.637698345294,76036.48001723291
2024-07-17,50584.25781702118,27993.97598520454,72345.55429465993
2024-07-18,51705.76918840951,29243.013617720135,73972.13631163351
2024-07-19,53775.77068564825,31837.821014612167,73730.52758151403
2024-07-20,51748.69011700744,30304.315421738585,74486.64656860645
2024-07-21,52411.444363642666,27765.388014447173,73094.04903377239
2024-07-22,50869.71210129561,29557.631464723447,72869.55361173367
2024-07-23,53882.77317559517,32801.32649079929,77443.64172878827
2024-07-24,51839.913735900074,30528.27026422708,74261.47868628279
2024-07-25,53211.35582069668,31110.54163672416,74611.50552051033
2024-07-26,55489.31243355378,33794.33293289264,77738.18631504927
2024-07-27,53623.64582579178,30580.62266787346,75916.73850485517
2024-07-28,54397.85549992404,31922.48166225084,77348.95107888014
2024-07-29,52915.44613902163,28870.751078007932,73616.49897220805
2024-07-30,55934.82922462167,35485.64195239459,78030.95920804597
2024-07-31,53845.75536055551,32083.961679644875,76620.89910849754
2024-08-01,55120.23489157419,31865.34939553392,76733.34773317656
2024-08-02,57253.547777980544,36185.984478055434,80321.02752520624
2024-08-03,55199.821402600515,33117.15620679162,77254.09135777027
2024-08-04,55747.90480615812,33201.419417460194,78236.61644577226
2024-08-05,54007.59250947824,31358.547242896657,75611.32738935141
2024-08-06,56744.35553528646,34339.9404426222,78222.56573994923
2024-08-07,54355.581288081,31372.330038661334,77711.50063904306
2024-08-08,55321.285185987355,33179.48234439738,77549.7807427914
2024-08-09,57144.900825486955,35003.82565979053,78288.56141219974
2024-08-10,54788.63352564616,32027.584693764842,77997.20601442888
2024-08-11,55049.11209100047,32689.242509511412,76349.96907773316
2024-08-12,53043.398286124095,31344.542073255187,76815.93024646975
2024-08-13,55543.51777520512,34191.09750881695,79352.65447005157
2024-08-14,52952.519952696945,31335.94923204088,75689.35324115885
2024-08-15,53755.034783165356,30868.30566544051,77692.87987131745
2024-08-16,55457.93795655562,34139.140816738436,78068.55432970003
2024-08-17,53025.61289575608,29659.940107379465,76367.12120655195
2024-08-18,53255.54719806452,31697.768516724478,75615.81813371537
2024-08-19,51264.32471277348,29382.33169664155,72499.855492831
2024-08-20,53822.177627547666,31338.494689174746,76522.22489106008
2024-08-21,51329.105495147494,29480.099610919387,75103.20395321058
2024-08-22,52265.527717594174,28966.532656961965,75104.5242630758
2024-08-23,54133.07812694047,31052.288374771633,76191.29187019363
2024-08-24,51890.02653786771,31754.503349099352,74114.46143599787
2024-08-25,52327.06029919766,29145.301979700667,73731.76384430178
2024-08-26,50553.481725779224,29568.774981713155,74469.7221689532
2024-08-27,53331.9798493329,30695.607448901184,76483.58928505289
2024-08-28,51054.97704038224,27759.274547508703,72296.93293548163
2024-08-29,52195.510378976076,31001.97822859876,73514.62705000203
2024-08-30,54248.24970564022,31254.284821541667,75638.79856730188
2024-08-31,52165.130648165636,29075.284049183105,73725.30167121963
2024-09-01,52731.32939213342,30387.604455923494,74762.26920396573
2024-09-02,51051.62932326985,27632.557774931993,73981.01781576159
2024-09-03,53885.33290331937,30942.215722132587,76490.65366684641
2024-09-04,51622.71508350076,29875.071542229827,74556.61941300506
2024-09-05,52735.97484256177,29300.74288561964,74557.77623095356
2024-09-06,54720.284549481556,34056.4985373428,77360.7687238153
2024-09-07,52529.41434446861,30489.603801830275,74251.89454918525
2024-09-08,52951.658373024315,32033.15587168207,74987.71172661321
2024-09-09,51096.11424055876,27874.30336911011,73240.86961150335
2024-09-10,53727.47143091754,31649.200024420337,76483.62854947311
2024-09-11,51242.30845417774,28521.679308224688,72832.37649380333
2024-09-12,52119.85975515423,31939.319324845143,74172.52784103878
2024-09-13,53862.85738587692,32818.04767417851,76719.24856876132
2024-09-14,51432.93064686864,28215.88862506761,72672.55206723211
2024-09-15,51626.29707883698,28747.597979283513,72784.3679704272
2024-09-16,49559.80306583653,27674.923721971056,72854.36671442818
2024-09-17,52005.47683361087,30748.64431994819,73915.49282805854
2024-09-18,49366.60058975201,26532.439112980475,71459.9266688137
2024-09-19,50128.269554710234,28611.288406021387,73035.80295285198
2024-09-20,51798.04914202071,29806.787304464826,74642.95385025867
2024-09-21,49341.21909956357,27811.583919815974,71568.63724074041
2024-09-22,49556.342783631306,27359.683178072013,72790.475921267
2024-09-23,47561.223655617316,25294.695087557826,70757.17950256617
2024-09-24,50127.414533909,27239.92016083892,71165.10985472614
2024-09-25,47656.28792960048,25040.475002720115,69852.34948636411
2024-09-26,48629.63557694389,26356.062351431872,69943.69371305495
2024-09-27,50550.40753996202,29040.25816665304,72158.11144756693
2024-09-28,48378.077609395026,27247.1140123447,68409.54447943874
2024-09-29,48904.36989746458,26749.663791984447,71873.14677153809
2024-09-30,47239.404376060564,25991.166609331845,69324.7532673769
2024-10-01,50146.42158811593,26929.051294644043,70879.50554645197
2024-10-02,48018.08874713755,26217.82105282816,69710.86496312763
2024-10-03,49327.348584757776,25997.366059657707,70693.50845275447
2024-10-04,51568.41413200088,30727.7719818129,76212.73242452847
2024-10-05,49692.38871505235,28916.986671679162,73626.88900513663
2024-10-06,50483.238616535586,29133.19655161989,72705.43979730549
2024-10-07,49044.16888627176,27117.408256023242,71533.90712739695
2024-10-08,52132.555676017655,29880.4347189801,75968.66152008901
2024-10-09,50136.431067713616,28404.853860323612,71766.0092775184
2024-10-10,51525.4763039609,29868.518991584806,73959.508720435
2024-10-11,53792.12211464058,30840.876635837292,77730.80122371926
2024-10-12,51887.2320239417,28556.167438489356,73689.32990079632
2024-10-13,52596.09389438591,31454.50998458312,73865.34887561187
2024-10-14,51024.76927130789,28419.012705540947,74423.2597307786
2024-10-15,53934.954290762405,33617.07682413592,76096.57417494208
2024-10-16,51720.34981628931,28536.421370618067,74461.67642073325
2024-10-17,52857.49967619845,30859.455043860617,75066.08531730766
2024-10-18,54846.69984859908,34049.96401757027,76996.07557099302
2024-10-19,52647.459710427735,30879.627752443586,75668.28735970592
2024-10-20,53054.246774295454,30834.506065217553,74394.66712259594
2024-10-21,51182.57140726934,29170.22974624052,73049.58247753684
2024-10-22,53803.5727955038,32580.165693853978,76062.56604561931
2024-10-23,51320.111677474146,28494.83988342475,73762.21129343002
2024-10-24,52217.33670945017,30668.260877097386,74571.3608426506
2024-10-25,54003.33520701681,31781.46751747467,76817.917704298
2024-10-26,51644.35695343228,29175.69994377216,74218.04145000968
